ID,Name,Country,Africa Region,State/Province/Region,City,Niche,Bio / Focus,Primary Platform,Primary Handle,Instagram Handle,Instagram Followers,TikTok Handle,TikTok Followers,YouTube Handle,YouTube Subscribers,Other Socials,Combined Audience Proxy,Average Views / Reach Metric,Engagement Rate,Starting Price,Currency,Pricing Status,Avatar / Profile Image URL,Cover URL,Primary Profile URL,Source URL,Source Updated,Notes
AFR-068,Wode Maya,Ghana,West Africa,,,Travel / Africa storytelling,Creator focused on travel / africa storytelling.,Instagram,@mrghanababy,@mrghanababy,"385,300",,,,,,"385,300",,,,GHS,Request quote / not publicly verified,https://unavatar.io/instagram/mrghanababy,,https://www.instagram.com/mrghanababy/,https://influencers.feedspot.com/african_male_travel_instagram_influencers/,2026-08-19,Travel vlogger and Africa storyteller.
AFR-069,Essie,Ghana,West Africa,,,Food,Creator focused on food.,Instagram,@essiespice,@essiespice,"31,200",,,,,,"31,200",,,,GHS,Request quote / not publicly verified,https://unavatar.io/instagram/essiespice,,https://www.instagram.com/essiespice/,https://influencers.feedspot.com/african_food_instagram_influencers/,2026-08-19,Food creator.
AFR-070,Khadijah Khalid,Ghana,West Africa,,,Food / lifestyle,Creator focused on food / lifestyle.,Instagram,@khadijahkhalidgh,@khadijahkhalidgh,"91,600",,"190,000",,,,"281,600",,,,GHS,Request quote / not publicly verified,https://unavatar.io/instagram/khadijahkhalidgh,,https://www.instagram.com/khadijahkhalidgh/,https://www.modash.io/find-influencers/ghana/food,2026-07-13,Source bio reports 190K+ TikTok followers; exact TT handle not exposed.
AFR-071,Dancegod Lloyd,Ghana,West Africa,,,Dance / choreography,Creator focused on dance / choreography.,Instagram,@dancegodlloyd,@dancegodlloyd,"2,300,000",,,,,,"2,300,000",,9.63%,,GHS,Request quote / not publicly verified,https://unavatar.io/instagram/dancegodlloyd,,https://www.instagram.com/dancegodlloyd/,https://hafi.pro/top/most-followed-instagram/ghana,2026-08-12,Dance/choreography content creator.
AFR-072,Afronitaaa,Ghana,West Africa,,,Dance / lifestyle,Creator focused on dance / lifestyle.,TikTok,@afronitaaa,,,@afronitaaa,"7,000,000",@afronitaaa,"575,500",,"7,575,500",,20.04%,,GHS,Request quote / not publicly verified,https://unavatar.io/tiktok/afronitaaa,,https://www.tiktok.com/@afronitaaa,https://hafi.pro/top/most-followed-tiktok/ghana,2026-08-13,YouTube count cross-referenced from Hafi Ghana YouTube ranking (2026-08-12).
AFR-073,Kwadwo Sheldon Studios,Ghana,West Africa,,,Commentary / digital media,Creator focused on commentary / digital media.,YouTube,@kwadwosheldonstudios,,,,,@kwadwosheldonstudios,"833,100",,"833,100",,6.87%,,GHS,Request quote / not publicly verified,https://unavatar.io/youtube/@kwadwosheldonstudios,,https://www.youtube.com/@kwadwosheldonstudios,https://hafi.pro/top/most-followed-youtube/ghana,2026-08-12,Digital commentary creator brand.
AFR-074,Erkuah Official,Ghana,West Africa,,,Comedy / lifestyle short-form,Creator focused on comedy / lifestyle short-form.,TikTok,@erkuahofficial,,,@erkuahofficial,"6,600,000",,,,"6,600,000",,,,GHS,Request quote / not publicly verified,https://unavatar.io/tiktok/erkuahofficial,,https://www.tiktok.com/@erkuahofficial,https://hafi.pro/top/most-followed-tiktok/ghana,2026-08-13,Short-form creator.
AFR-075,Angella Summer Namubiru,Uganda,East Africa,,,Lifestyle / culture,Creator focused on lifestyle / culture.,Instagram,@angelasummernamubiru,@angelasummernamubiru,"826,300",,"6,000,000",,,,"6,826,300",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/angelasummernamubiru,,https://www.instagram.com/angelasummernamubiru/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Source bio reports ~6M TikTok followers; exact TikTok handle not exposed.
AFR-076,Nadia Matovu,Uganda,East Africa,,,Family / lifestyle / business,Creator focused on family / lifestyle / business.,Instagram,@mrs.matovu,@mrs.matovu,"192,900",,,,,,"192,900",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/mrs.matovu,,https://www.instagram.com/mrs.matovu/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Family/lifestyle creator.
AFR-077,Methia Lydia Nabawanda,Uganda,East Africa,,,Lifestyle,Creator focused on lifestyle.,Instagram,@methia_lydia_nabawanda,@methia_lydia_nabawanda,"168,400",,,,,,"168,400",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/methia_lydia_nabawanda,,https://www.instagram.com/methia_lydia_nabawanda/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Lifestyle creator.
AFR-078,Lucy Bunyenyezi,Uganda,East Africa,,,Travel / food / lifestyle,Creator focused on travel / food / lifestyle.,Instagram,@lucy_smize,@lucy_smize,"185,600",,,,,,"185,600",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/lucy_smize,,https://www.instagram.com/lucy_smize/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Visual storyteller.
AFR-079,Catherine Nagawa,Uganda,East Africa,,,Tech / lifestyle,Creator focused on tech / lifestyle.,Instagram,@catherine_nagawa,@catherine_nagawa,"85,400",,,,,,"85,400",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/catherine_nagawa,,https://www.instagram.com/catherine_nagawa/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Tech/lifestyle creator.
AFR-080,Cindy Zeta Bukenya,Uganda,East Africa,Central Region,Kampala,Travel / food / lifestyle,Creator focused on travel / food / lifestyle.,Instagram,@zeta_bukenya,@zeta_bukenya,"19,100",,,,,,"19,100",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/zeta_bukenya,,https://www.instagram.com/zeta_bukenya/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Visual storyteller.
AFR-081,Zawedde Patricia,Uganda,East Africa,,,Lifestyle / travel / fashion,Creator focused on lifestyle / travel / fashion.,Instagram,@zawedde_patricia,@zawedde_patricia,"16,800",,,,,,"16,800",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/zawedde_patricia,,https://www.instagram.com/zawedde_patricia/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Lifestyle/travel/fashion YouTuber/creator.
AFR-082,Rachael Nalumu,Uganda,East Africa,,,African lifestyle,Creator focused on african lifestyle.,Instagram,@rachaelnalumu,@rachaelnalumu,"14,200",,,,,,"14,200",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/rachaelnalumu,,https://www.instagram.com/rachaelnalumu/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Lifestyle creator; source also references YouTube.
AFR-083,Klaudia Kaliisa,Uganda,East Africa,Central Region,Kampala,Fitness / nutrition / wellness,Creator focused on fitness / nutrition / wellness.,Instagram,@klaudia_adamiecc,@klaudia_adamiecc,"13,400",,,,,,"13,400",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/klaudia_adamiecc,,https://www.instagram.com/klaudia_adamiecc/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Fitness/wellness creator.
AFR-084,Cza,Uganda,East Africa,,,Fitness,Creator focused on fitness.,Instagram,@cza_the_trainer,@cza_the_trainer,"12,500",,,,,,"12,500",,,,UGX,Request quote / not publicly verified,https://unavatar.io/instagram/cza_the_trainer,,https://www.instagram.com/cza_the_trainer/,https://influencers.feedspot.com/uganda_instagram_influencers/,2026-08-19,Fitness coach/content creator.
AFR-085,Zero Brainer,Tanzania,East Africa,,,Sports content,Creator focused on sports content.,Instagram,@zerobrainer0,@zerobrainer0,"7,300,000",,,,,,"7,300,000","365,900",,,TZS,Request quote / not publicly verified,https://unavatar.io/instagram/zerobrainer0,,https://www.instagram.com/zerobrainer0/,https://www.upgrow.com/find-influencers/tanzania,2026-08-24,Sports-content creator.
AFR-086,Minggl Gaming,Tanzania,East Africa,,,Gaming,Creator focused on gaming.,Instagram,@mingglgaming,@mingglgaming,"2,000,000",,,,,,"2,000,000","99,700",,,TZS,Request quote / not publicly verified,https://unavatar.io/instagram/mingglgaming,,https://www.instagram.com/mingglgaming/,https://www.upgrow.com/find-influencers/tanzania,2026-08-24,Gaming creator.
AFR-087,Yasir Nassor,Tanzania,East Africa,,,Mobile photography / editing,Creator focused on mobile photography / editing.,Instagram,@yasirnassor,@yasirnassor,"184,900",,,,,,"184,900","8,200",,,TZS,Request quote / not publicly verified,https://unavatar.io/instagram/yasirnassor,,https://www.instagram.com/yasirnassor/,https://www.upgrow.com/find-influencers/tanzania,2026-08-24,Mobile photography/editing creator.
AFR-088,Nuru Vaz,Tanzania,East Africa,,,Lifestyle / social impact,Creator focused on lifestyle / social impact.,Instagram,@nuruvazi,@nuruvazi,"457,900",@nuruvazi01,,NURUVAZI,,TikTok: @nuruvazi01; YouTube: NURUVAZI,"457,900",,,,TZS,Request quote / not publicly verified,https://unavatar.io/instagram/nuruvazi,,https://www.instagram.com/nuruvazi/,https://influencers.feedspot.com/tanzania_instagram_influencers/,2026-08-19,TikTok @nuruvazi01; YouTube NURUVAZI.
AFR-089,Shukuru,Tanzania,East Africa,,,Landscaping / gardening,Creator focused on landscaping / gardening.,Instagram,@shukuru_landscaping,@shukuru_landscaping,"112,000",,,,,,"112,000",,,,TZS,Request quote / not publicly verified,https://unavatar.io/instagram/shukuru_landscaping,,https://www.instagram.com/shukuru_landscaping/,https://influencers.feedspot.com/tanzania_instagram_influencers/,2026-08-19,Landscaping/gardening creator.
AFR-090,Lodrick Nswima,Tanzania,East Africa,,,Tech / gadgets,Creator focused on tech / gadgets.,Instagram,@appletechgadgetz,@appletechgadgetz,"59,800",,,,,,"59,800",,,,TZS,Request quote / not publicly verified,https://unavatar.io/instagram/appletechgadgetz,,https://www.instagram.com/appletechgadgetz/,https://influencers.feedspot.com/tanzania_instagram_influencers/,2026-08-19,Apple tech/gadget creator.
AFR-091,Sophia Abdy,Tanzania,East Africa,,,Beauty / lifestyle,Creator focused on beauty / lifestyle.,Instagram,@_beingrahma,@_beingrahma,"3,900",,,,,,"3,900",,,,TZS,Request quote / not publicly verified,https://unavatar.io/instagram/_beingrahma,,https://www.instagram.com/_beingrahma/,https://influencers.feedspot.com/tanzania_instagram_influencers/,2026-08-19,Beauty/lifestyle creator.
AFR-092,Arina Velikova,Tanzania,East Africa,Zanzibar,Zanzibar,Travel / island life,Creator focused on travel / island life.,Instagram,@arinavelikova,@arinavelikova,"45,000",,,,,,"45,000",,,,TZS,Request quote / not publicly verified,https://unavatar.io/instagram/arinavelikova,,https://www.instagram.com/arinavelikova/,https://influencers.feedspot.com/tanzania_travel_instagram_influencers/,2026-08-19,Zanzibar digital tour guide/travel creator.
AFR-093,Mama Buryohe,Rwanda,East Africa,,,Food / lifestyle,Creator focused on food / lifestyle.,TikTok,@mamaburyohe,,,@mamaburyohe,"244,800",,,,"244,800","199,800",6.09%,,RWF,Request quote / not publicly verified,https://unavatar.io/tiktok/mamaburyohe,,https://www.tiktok.com/@mamaburyohe,https://www.modash.io/find-influencers/tiktok/rwanda,2026-06-08,Food/lifestyle creator.
AFR-094,Burikantu,Rwanda,East Africa,,,Short-form entertainment,Creator focused on short-form entertainment.,TikTok,@burikantu,,,@burikantu,"458,500",,,,"458,500","179,800",8.88%,,RWF,Request quote / not publicly verified,https://unavatar.io/tiktok/burikantu,,https://www.tiktok.com/@burikantu,https://www.modash.io/find-influencers/tiktok/rwanda,2026-06-08,TikTok-first creator.
AFR-095,Junior Giti,Rwanda,East Africa,,,Family / business / real estate,Creator focused on family / business / real estate.,TikTok,@junior_giti1,,,@junior_giti1,"144,400",,,,"144,400","170,000",9.18%,,RWF,Request quote / not publicly verified,https://unavatar.io/tiktok/junior_giti1,,https://www.tiktok.com/@junior_giti1,https://www.modash.io/find-influencers/tiktok/rwanda,2026-06-08,Family/business/real-estate creator.
AFR-096,RAMBA Life,Rwanda,East Africa,,,Animation / visual creativity,Creator focused on animation / visual creativity.,TikTok,@rambalife,,,@rambalife,"35,400",,,,"35,400","145,800",5.11%,,RWF,Request quote / not publicly verified,https://unavatar.io/tiktok/rambalife,,https://www.tiktok.com/@rambalife,https://www.modash.io/find-influencers/tiktok/rwanda,2026-06-08,Animation/visual concepts creator.
AFR-097,Elka Rutabana Mylene,Rwanda,East Africa,,,Food / family / lifestyle,Creator focused on food / family / lifestyle.,TikTok,@elkarutabanamylen,,,@elkarutabanamylen,"123,500",,,,"123,500","59,500",8.90%,,RWF,Request quote / not publicly verified,https://unavatar.io/tiktok/elkarutabanamylen,,https://www.tiktok.com/@elkarutabanamylen,https://www.modash.io/find-influencers/tiktok/rwanda,2026-06-08,Food/family/lifestyle/vlog creator.
AFR-098,Mai Maher,Egypt,North Africa,,,Food / travel,Creator focused on food / travel.,Instagram,@maimaher7,@maimaher7,"1,900,000",@maimaherrr7,,,,Facebook: maimaher; TikTok: @maimaherrr7; Snapchat: maimaher777,"1,900,000",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/maimaher7,,https://www.instagram.com/maimaher7/,https://influencers.feedspot.com/egypt_food_instagram_influencers/,2026-08-19,Other socials: Facebook maimaher; TikTok @maimaherrr7; Snapchat maimaher777. Source bio says 5.5M total.
AFR-099,Nada Tarek,Egypt,North Africa,Cairo,Cairo,Food,Creator focused on food.,Instagram,@thro_nadasfoodie,@thro_nadasfoodie,"324,800",,,,,,"324,800",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/thro_nadasfoodie,,https://www.instagram.com/thro_nadasfoodie/,https://influencers.feedspot.com/egypt_food_instagram_influencers/,2026-08-19,Cairo food creator.
AFR-100,Banoura,Egypt,North Africa,Cairo,Cairo,Food / restaurants,Creator focused on food / restaurants.,Instagram,@banoura.eats,@banoura.eats,"444,800",,,,,,"444,800",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/banoura.eats,,https://www.instagram.com/banoura.eats/,https://influencers.feedspot.com/egypt_food_instagram_influencers/,2026-08-19,Cairo food creator.
AFR-101,Esraa Sobhy,Egypt,North Africa,,,Food / wellness,Creator focused on food / wellness.,Instagram,@eatwizesraa,@eatwizesraa,"413,500",,,,,,"413,500",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/eatwizesraa,,https://www.instagram.com/eatwizesraa/,https://influencers.feedspot.com/egypt_food_instagram_influencers/,2026-08-19,Food creator.
AFR-102,Mustafa Esmael,Egypt,North Africa,,,Tech,Creator focused on tech.,Instagram,@imustafaesmael,@imustafaesmael,"1,600,000",,,,,,"1,600,000",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/imustafaesmael,,https://www.instagram.com/imustafaesmael/,https://influencers.feedspot.com/egypt_tech_instagram_influencers/,2026-08-19,Tech creator; source bio reports 2.7M+ total audience.
AFR-103,Tarek Adel,Egypt,North Africa,,,Tech,Creator focused on tech.,Instagram,@tarekadel.tech,@tarekadel.tech,"297,600",,,,,,"297,600",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/tarekadel.tech,,https://www.instagram.com/tarekadel.tech/,https://influencers.feedspot.com/egypt_tech_instagram_influencers/,2026-08-19,Tech creator.
AFR-104,Yehia Radwan,Egypt,North Africa,,,Tech,Creator focused on tech.,Instagram,@yehiaradwanofficial,@yehiaradwanofficial,"296,500",,,,"2,000,000",,"2,296,500",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/yehiaradwanofficial,,https://www.instagram.com/yehiaradwanofficial/,https://influencers.feedspot.com/egypt_tech_instagram_influencers/,2026-08-19,Source bio reports 2M+ YouTube subscribers; exact YT handle not exposed.
AFR-105,Abdelrahman Hamza,Egypt,North Africa,,,Tech,Creator focused on tech.,Instagram,@tech_hamzater,@tech_hamzater,"265,100",,,,,,"265,100",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/tech_hamzater,,https://www.instagram.com/tech_hamzater/,https://influencers.feedspot.com/egypt_tech_instagram_influencers/,2026-08-19,Tech creator.
AFR-106,Ammar Homossany,Egypt,North Africa,,,Travel,Creator focused on travel.,Instagram,@homossany,@homossany,"303,900",,,,,,"303,900",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/homossany,,https://www.instagram.com/homossany/,https://influencers.feedspot.com/egypt_instagram_influencers/,2026-08-19,Travel creator.
AFR-107,Ahmed (Gaming3arbi),Egypt,North Africa,,,Gaming,Creator focused on gaming.,Instagram,@gaming3arbi,@gaming3arbi,"57,000",,,,,,"57,000",,,,EGP,Request quote / not publicly verified,https://unavatar.io/instagram/gaming3arbi,,https://www.instagram.com/gaming3arbi/,https://influencers.feedspot.com/egypt_gaming_instagram_influencers/,2026-08-19,Gaming creator.
AFR-108,Asmae Mouzouna,Morocco,North Africa,,,Beauty,Creator focused on beauty.,Instagram,@asmaabeautychannel,@asmaabeautychannel,"2,400,000",,,,,,"2,400,000",,,,MAD,Request quote / not publicly verified,https://unavatar.io/instagram/asmaabeautychannel,,https://www.instagram.com/asmaabeautychannel/,https://influencers.feedspot.com/morocco_beauty_instagram_influencers/,2026-08-19,Beauty creator.
AFR-109,Salma El Mejdoubi,Morocco,North Africa,Tangier-Tétouan-Al Hoceïma,Tangier,Lifestyle / fashion / beauty,Creator focused on lifestyle / fashion / beauty.,Instagram,@salmita_corita1,@salmita_corita1,"1,500,000",,,,,,"1,500,000",,,,MAD,Request quote / not publicly verified,https://unavatar.io/instagram/salmita_corita1,,https://www.instagram.com/salmita_corita1/,https://influencers.feedspot.com/morocco_beauty_instagram_influencers/,2026-08-19,Lifestyle/fashion/beauty creator.
AFR-110,Fadwa Fakhari,Morocco,North Africa,Casablanca-Settat,Casablanca,Beauty / skincare / lifestyle,Creator focused on beauty / skincare / lifestyle.,Instagram,@fadwa.fakhari,@fadwa.fakhari,"1,400,000",,,,,,"1,400,000",,,,MAD,Request quote / not publicly verified,https://unavatar.io/instagram/fadwa.fakhari,,https://www.instagram.com/fadwa.fakhari/,https://influencers.feedspot.com/morocco_beauty_instagram_influencers/,2026-08-19,Beauty/skincare/lifestyle creator.
AFR-111,Lamiae Elhari,Morocco,North Africa,,,Lifestyle / beauty / vlogs,Creator focused on lifestyle / beauty / vlogs.,Instagram,@lamia.e.lhari,@lamia.e.lhari,"1,300,000",,,,,,"1,300,000",,,,MAD,Request quote / not publicly verified,https://unavatar.io/instagram/lamia.e.lhari,,https://www.instagram.com/lamia.e.lhari/,https://influencers.feedspot.com/morocco_beauty_instagram_influencers/,2026-08-19,Lifestyle/beauty creator; source references YouTube vlogs.
AFR-112,Fatine Badi,Morocco,North Africa,,,Food,Creator focused on food.,Instagram,@cooking_by_fatine,@cooking_by_fatine,"4,500,000",,,,,,"4,500,000",,,,MAD,Request quote / not publicly verified,https://unavatar.io/instagram/cooking_by_fatine,,https://www.instagram.com/cooking_by_fatine/,https://influencers.feedspot.com/moroccan_food_instagram_influencers/,2026-08-19,Food/recipe creator.
AFR-113,Halima Choujaa,Morocco,North Africa,,,Food,Creator focused on food.,Instagram,@cuisine_halima__filali,@cuisine_halima__filali,"2,600,000",,,,"7,000,000",,"9,600,000",,,,MAD,Request quote / not publicly verified,https://unavatar.io/instagram/cuisine_halima__filali,,https://www.instagram.com/cuisine_halima__filali/,https://influencers.feedspot.com/moroccan_food_instagram_influencers/,2026-08-19,Source bio reports 7M YouTube subscribers; exact YT handle not exposed.
AFR-114,Imane Ait Lhadj,Morocco,North Africa,,,Food / lifestyle,Creator focused on food / lifestyle.,Instagram,@imane_adinar,@imane_adinar,"2,100,000",,"1,000,000",,,,"3,100,000",,,,MAD,Request quote / not publicly verified,https://unavatar.io/instagram/imane_adinar,,https://www.instagram.com/imane_adinar/,https://influencers.feedspot.com/moroccan_food_instagram_influencers/,2026-08-19,Source bio reports 1M+ TikTok audience; exact TT handle not exposed.
AFR-115,El Mehdi CHTIWI,Morocco,North Africa,,,Food / restaurant discovery,Creator focused on food / restaurant discovery.,Instagram,@mehdi_tastediscovery,@mehdi_tastediscovery,"1,600,000",,,,,,"1,600,000",,,,MAD,Request quote / not publicly verified,https://unavatar.io/instagram/mehdi_tastediscovery,,https://www.instagram.com/mehdi_tastediscovery/,https://influencers.feedspot.com/moroccan_food_instagram_influencers/,2026-08-19,North Africa food creator.
AFR-116,Vénus Ndour,Senegal,West Africa,,,Fashion / beauty / lifestyle,Creator focused on fashion / beauty / lifestyle.,Instagram,@thevenusss_,@thevenusss_,"139,000",,,,,,"139,000","48,400",28.59%,,XOF,Request quote / not publicly verified,https://unavatar.io/instagram/thevenusss_,,https://www.instagram.com/thevenusss_/,https://www.modash.io/find-influencers/senegal,2026-07,Fashion/beauty/lifestyle creator.
AFR-117,Fatima (PrettyTima),Senegal,West Africa,,,Beauty / hair / lifestyle,Creator focused on beauty / hair / lifestyle.,Instagram,@_prettytima,@_prettytima,"105,400",,,,,,"105,400","25,300",19.38%,,XOF,Request quote / not publicly verified,https://unavatar.io/instagram/_prettytima,,https://www.instagram.com/_prettytima/,https://www.modash.io/find-influencers/senegal/beauty,2026-07,Beauty/hair/lifestyle creator.
AFR-118,Sokhna Ndour,Senegal,West Africa,,,Beauty / lifestyle / tech,Creator focused on beauty / lifestyle / tech.,Instagram,@sokhna_ndourr,@sokhna_ndourr,"51,100",,,,,,"51,100","43,800",3.20%,,XOF,Request quote / not publicly verified,https://unavatar.io/instagram/sokhna_ndourr,,https://www.instagram.com/sokhna_ndourr/,https://www.modash.io/find-influencers/senegal/beauty,2026-07,Beauty/lifestyle/tech creator.
AFR-119,Linguere Fallprio,Senegal,West Africa,,,Lifestyle / fashion / beauty / interiors,Creator focused on lifestyle / fashion / beauty / interiors.,Instagram,@linguere.fallprio,@linguere.fallprio,"323,000",,,,,,"323,000",,1.88%,,XOF,Request quote / not publicly verified,https://unavatar.io/instagram/linguere.fallprio,,https://www.instagram.com/linguere.fallprio/,https://hiveinfluence.io/top-influencers/instagram/beauty/senegal,2026-08,Lifestyle/fashion/beauty/interiors creator.
AFR-120,Baee Antaaah,Senegal,West Africa,,,Beauty / lifestyle,Creator focused on beauty / lifestyle.,TikTok,@bae_antaah,,,@bae_antaah,"1,600,000",,,,"1,600,000",,,,XOF,Request quote / not publicly verified,https://unavatar.io/tiktok/bae_antaah,,https://www.tiktok.com/@bae_antaah,https://hiveinfluence.io/top-influencers/tiktok/beauty/senegal,2026-08,TikTok-first beauty/lifestyle creator.
AFR-121,Dou King,Senegal,West Africa,,,Comedy / challenges / reactions,Creator focused on comedy / challenges / reactions.,TikTok,@douu_king,,,@douu_king,"1,700,000",,"240,000",,"1,940,000",,,,XOF,Request quote / not publicly verified,https://unavatar.io/tiktok/douu_king,,https://www.tiktok.com/@douu_king,https://www.famousbirthdays.com/people/dou-king.html,2026-08,Source reports ~240K YouTube subscribers; exact YT handle not supplied.
AFR-122,Jordan Hersey,Côte d'Ivoire,West Africa,,,Fashion / accessories,Creator focused on fashion / accessories.,TikTok,@jordanherseyyy,,,@jordanherseyyy,"1,300,000",,,,"1,300,000",,6.10%,,XOF,Request quote / not publicly verified,https://unavatar.io/tiktok/jordanherseyyy,,https://www.tiktok.com/@jordanherseyyy,https://starngage.com/app/in/influencer/ranking/tiktok/cote-d-ivoire,2026-07,Fashion/accessories creator.
AFR-123,Mélanie,Côte d'Ivoire,West Africa,,,Short-form lifestyle,Creator focused on short-form lifestyle.,TikTok,@melanie.tms,,,@melanie.tms,"1,200,000",,,,"1,200,000",,,,XOF,Request quote / not publicly verified,https://unavatar.io/tiktok/melanie.tms,,https://www.tiktok.com/@melanie.tms,https://starngage.com/app/in/influencer/ranking/tiktok/cote-d-ivoire,2026-07,Short-form creator; niche kept broad.
AFR-124,Observateur,Côte d'Ivoire,West Africa,,,Comedy / commentary,Creator focused on comedy / commentary.,TikTok,@observateur.ebene,,,@observateur.ebene,"860,900",,,,"860,900",,,,XOF,Request quote / not publicly verified,https://unavatar.io/tiktok/observateur.ebene,,https://www.tiktok.com/@observateur.ebene,https://starngage.com/app/in/influencer/ranking/tiktok/cote-d-ivoire,2026-07,Comedy/commentary creator.
AFR-125,MotivMyself,Côte d'Ivoire,West Africa,,,Motivation / short-form,Creator focused on motivation / short-form.,TikTok,@motivmyself,,,@motivmyself,"712,600",,,,"712,600",,,,XOF,Request quote / not publicly verified,https://unavatar.io/tiktok/motivmyself,,https://www.tiktok.com/@motivmyself,https://starngage.com/app/in/influencer/ranking/tiktok/cote-d-ivoire,2026-07,Motivational content creator.
AFR-126,IVK,Côte d'Ivoire,West Africa,,,Entertainment / education,Creator focused on entertainment / education.,TikTok,@ivoriankid,,,@ivoriankid,"704,500",,,,"704,500",,4.70%,,XOF,Request quote / not publicly verified,https://unavatar.io/tiktok/ivoriankid,,https://www.tiktok.com/@ivoriankid,https://starngage.com/app/in/influencer/ranking/tiktok/cote-d-ivoire,2026-07,Entertainment/education creator.
AFR-127,Yasmine Fofana,Côte d'Ivoire,West Africa,Abidjan Autonomous District,Abidjan,Food / travel,Creator focused on food / travel.,Instagram,@afrofoodie,@afrofoodie,"148,700",,,,,,"148,700",,,,XOF,Request quote / not publicly verified,https://unavatar.io/instagram/afrofoodie,,https://www.instagram.com/afrofoodie/,https://influencers.feedspot.com/african_food_instagram_influencers/,2026-08-19,Food/travel creator with Abidjan-focused content.
AFR-128,David Lord,Cameroon,Central Africa,,,Short-form entertainment,Creator focused on short-form entertainment.,TikTok,@davidlord09_king1,,,@davidlord09_king1,"1,100,000",,,,"1,100,000",,0.20%,,XAF,Request quote / not publicly verified,https://unavatar.io/tiktok/davidlord09_king1,,https://www.tiktok.com/@davidlord09_king1,https://starngage.com/app/in/influencer/ranking/tiktok/cameroon,2026-07,TikTok-first creator; niche kept broad.
AFR-129,Ella & Cliff,Cameroon,Central Africa,,,Lifestyle / short-form,Creator focused on lifestyle / short-form.,TikTok,@ellarose_yuyun,,,@ellarose_yuyun,"999,200",,,,"999,200",,,,XAF,Request quote / not publicly verified,https://unavatar.io/tiktok/ellarose_yuyun,,https://www.tiktok.com/@ellarose_yuyun,https://starngage.com/app/in/influencer/ranking/tiktok/cameroon,2026-07,Social-media-native creator account.
AFR-130,Carlos Mbingo,Cameroon,Central Africa,,,Short-form entertainment,Creator focused on short-form entertainment.,TikTok,@caramyy1,,,@caramyy1,"859,500",,,,"859,500",,,,XAF,Request quote / not publicly verified,https://unavatar.io/tiktok/caramyy1,,https://www.tiktok.com/@caramyy1,https://starngage.com/app/in/influencer/ranking/tiktok/cameroon,2026-07,TikTok-first creator.
AFR-131,Rosine,Cameroon,Central Africa,,,Lifestyle / short-form,Creator focused on lifestyle / short-form.,TikTok,@rosineofficiel.0,,,@rosineofficiel.0,"728,200",,,,"728,200",,,,XAF,Request quote / not publicly verified,https://unavatar.io/tiktok/rosineofficiel.0,,https://www.tiktok.com/@rosineofficiel.0,https://starngage.com/app/in/influencer/ranking/tiktok/cameroon,2026-07,Short-form lifestyle creator.
AFR-132,Denise,Cameroon,Central Africa,,,Short-form lifestyle,Creator focused on short-form lifestyle.,TikTok,@ctrldenise,,,@ctrldenise,"513,800",,,,"513,800",,,,XAF,Request quote / not publicly verified,https://unavatar.io/tiktok/ctrldenise,,https://www.tiktok.com/@ctrldenise,https://starngage.com/app/in/influencer/ranking/tiktok/cameroon,2026-07,TikTok-first lifestyle creator.
